time_total_s,status,rmse,config__thetaS,config__rootZDeformation,config__rootXDeformation,config__kcMax,config__VG_n,config__VG_alpha,config__Ks
179.13475489616394,success,0.8545747200121675,0.3725618456956152,0.26639242043080236,0.755486898036596,2.634316023908424,1.4236330406660962,1.1948641457578983,3.895960595582751e-07
447.4377954006195,success,0.6533816398223742,0.42672964698525506,0.22479664553084766,0.4985070123025904,1.797094297139436,1.1103759746797008,2.5426412865334918,1.583538918896984e-06
464.4587483406067,success,0.8413967784762684,0.31766796283480203,0.003948266327914451,0.9533933461949365,2.268288395078665,1.1845554182812679,2.5210614243979172,1.2531052360505417e-06
449.5075521469116,success,0.7152799180105905,0.4512108434285625,0.11138840600805332,0.44293518135545734,1.9530428740034633,1.1,2.521832806541907,1.4329963524300454e-06
393.3006241321564,success,0.5390643261276489,0.40224845054194763,0.338204885053642,0.5540788432497235,1.6411457202754085,1.1931658858192309,2.5634497665250766,1.749896643776589e-06
384.8822877407074,success,0.5127762556416582,0.38477447808713316,0.42965736905387997,0.5181721600923557,1.8167332629858224,1.2419061384083983,2.2200060683861276,1.7791201524328676e-06
402.4779124259949,success,0.539138491562343,0.4022484505419477,0.338204885053642,0.5540788432497235,1.6411457202754085,1.1931658858192309,2.5634497665250766,1.7498966437765896e-06
373.30895018577576,success,0.569736876495021,0.39623747774377344,0.31555607260462676,0.6346899718988136,2.030585378529908,1.2823762391059463,2.057737795444975,2.4040593805107334e-06
174.72729444503784,success,0.8095459962110818,0.4443510634863599,0.7145757833976906,0.9177741225129434,2.313816552016892,1.4062630334146942,2.625241923304227,2.934965301878308e-07
178.8805696964264,success,0.9722287936318308,0.3946914730100957,0.08466320954614695,0.8346537356139456,2.6015190664147285,1.4177280331940323,1.1838260097581998,2.3810936212943708e-07
387.4911484718323,success,0.5212301276418347,0.37331147843049295,0.5437586655031332,0.40165434828589774,1.6028811474417366,1.2014360377108502,2.38227434132728,1.316634914450533e-06
190.15393209457397,success,0.456547746629561,0.4348267230132691,0.6177669784693172,0.4340139933332937,2.2697073638315866,1.2866703800257346,1.284340095203054,5.103207784066524e-07
258.4917182922363,success,0.4787389301529423,0.41338380517600987,0.4728486853250674,0.5307572740828795,2.1936935974430565,1.2884498744899955,1.4682625879828566,8.267646819026227e-07
239.1473627090454,success,0.6984429950664484,0.46104463936654927,0.3192360889885453,0.9086488808086682,1.635689023906361,1.4005194767022724,2.3007943638629342,6.850306958718764e-07
168.50849890708923,success,1.159726108962063,0.46573626526153533,0.5475861559192435,0.6262871483113925,2.728930493505103,1.156992180931775,1.6014001132724067,1.1888600051092151e-07
164.94704794883728,success,0.4589163894214694,0.4562696408505283,0.7626852716135669,0.33727071258370783,2.3457211302201166,1.2848908855614738,1.1004176024232513,3.149956723771191e-07
5400.022951364517,success,0.5403293242697164,0.37033052788641757,0.8839364795611863,0.2959617068796787,1.9882674567483731,1.5284251512288667,1.3978950793576246,1.6180460372022666e-06
371.7098913192749,success,0.7070090500256085,0.31869207491173007,0.3841144486921996,0.15115201964256386,2.9163910683582017,1.2962646219732936,1.330031795438297,2.067571433238256e-06
178.13420605659485,success,0.6199578801265222,0.46522456876854795,0.9028317603316274,0.5973716482308843,2.3018369232027225,1.328152273547392,2.9752509498037445,2.527647122624913e-07
